VOTACION_1;VOTACION_2;VOTACION_3;VOTACION_4;SV_1;SV_2;MB_P1_1;MB_P1_2;MB_P1_3;MB_P2;MB_P3;MB_P4;MB_P5;MB_P6;MB_P7;MB_P8;MB_P9;MB_P10;MB_P11;MB_P12;MB_P12A;MB_P13;MB_P13A;MB_P14;MB_P14A;MB_P15_A;MB_P15_B;MB_P15_C;MB_P15_D;MB_P15_E;MB_P15_F;MB_P15_G;MB_P15_H;MB_P15_I;MB_P15_J;MB_P15_K;MB_P15_L;MB_P15_M;MB_P15_N;MB_P15_O;MB_P15_P;MB_P15_Q;MB_P15_R;MB_P15_S;MB_P15_T;MB_P15_U;MB_P15_V;MB_P15_W;MB_P15_X;MB_P15_Y;MB_P15_Z;MB_P16;MB_P17;MB_P18;ELE_1;ELE_2;ELE_3;ELE_4;ELE_5;ELE_6_1;ELE_6_2;ELE_6_3;ELE_6_4;ELE_6_5;ELE_6_6;ELE_6_7;PE_E0;MEP_1;MEP_2;MEP_3;MEP_4;MEP_5_1;MEP_5_2;MEP_5_3;MEP_5_4;MEP_5_5;MEP_5_6;MEP_5_7;MEP_5_8;MEP_6;MEP_7;MEP_8;MEP_9_1;MEP_9_2;MEP_9_3;MEP_9_4;MEP_9_5;MEP_9_6;MEP_10_1;MEP_10_2;DPP_1;DPP_2;DPP_3_1;DPP_3_2;DPP_3_3;DPP_4;DPP_5A;DPP_5B;DPP_5C;DPP_6A;DPP_6B;DPP_6C;DPP_7A;DPP_7B;DPP_7C;DPP_8A;DPP_8B;DPP_8C;DPP_9A;DPP_9B;DPP_9C;DPP_10A;DPP_10B;DPP_10C;DPP_11;DPP_12A;DPP_12B;DPP_12C;DPP_13A;DPP_13B;DPP_13C;DPP_14;DPP_15A;DPP_15B;DPP_15C;DPP_16A;DPP_16B;DPP_16C;DPP_16D;DPP_17A;DPP_17B;DPP_17C;DPP_17D;DPP_18A;DPP_18B;DPP_18C;DPP_18D;DPP_19A;DPP_19B;DPP_19C;DPP_19D;DPP_20_1;DPP_20_2;DPP_20_3;DPP_20_4;DPP_20_5;DPP_20_6;DPP_20_7;DPP_20_8;DPP_21_1;DPP_21_2;DPP_21_3;DPP_21_4;DPP_22_1;DPP_22_2;DPP_23_1;DPP_23_2;DPP_23_3;DPP_23_4;DPP_23_5;DPP_23_6;DPP_23_7;DS_P1;DS_P2;DS_P2_EXACTA;DS_P2A_DIA;DS_P2A_MES;DS_P2A_ANO;DS_P3;DS_P4;DS_P5;DS_P6;DS_P7;DS_P8;DS_P9;DS_P10;DS_P10_OTRA;DS_P11;DS_P12;DS_P13;DS_P14A;DS_P14A_EXACTA;DS_P14B;DS_P14B_EXACTA;DS_P14C;DS_P14C_EXACTA;DS_P15;DS_P16;DS_P17;DS_P18;DS_P19;DS_P20_1;DS_P20_2;DS_P20_3;DS_P20_4;DS_P20_5;DS_P20_6;DS_P20_7;DS_P20_8;DS_P20_9;DS_P20_10;DS_P20_11;DS_P20_12;DS_P20_13;DS_P20_14;DS_P20_15;DS_P20_16;DS_P20_17;DS_P21_1;DS_P21_2;NOM_COMUNA;SEXO;EDAD_REC;REGION;POND;ZONA_U_R;GSE_REC;DPP_11_REC;ANOS_REC;REGION_REC
4;4;4;4;8;7;10;5;1;3;2;4;3;2;1;8;8;1;2;5;#¡NULO!;3;#¡NULO!;4;#¡NULO!;2;6;5;4;5;5;3;6;6;4;6;4;5;1;1;4;6;3;4;3;1;3;4;1;2;2;2;2;2;1;2;1;3;1;2;2;3;3;3;3;3;10;4;99;10;4;8;3;3;1;3;3;3;2;77;77;4;77;77;8;4;4;4;5;6;3;1;5;1;2;3;1;1;1;1;2;2;45;86;50;8;1;1;4;2;4;5;5;5;4;3;5;9;98;4;7;5;88;8;8;999;1;999;999;#¡NULO!;2;#¡NULO!;#¡NULO!;#¡NULO!;4;#¡NULO!;#¡NULO!;#¡NULO!;8;#¡NULO!;#¡NULO!;8;3;3;2;4;2;4;2;3;3;3;4;1;1;2;2;2;1;2;5;3;1;1;43;10;9;1973;17;8;1;1;1;2;3;11;-;8;1;88;1;3;0;99;0;99;99;99;1;2;3;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;2;2;2;2;CALAMA;1;3;2;1;1;2,00;1,00;4,00;2,00
7;2;2;2;9;5;1;3;14;3;1;3;3;2;2;2;1;1;1;1;#¡NULO!;1;#¡NULO!;2;#¡NULO!;2;6;4;6;4;6;2;6;6;3;4;2;4;6;6;2;6;6;3;6;4;2;6;6;4;6;3;3;2;1;2;1;1;1;3;3;3;2;3;3;3;9;7;7;9;7;3;3;2;3;3;3;1;3;7;7;7;77;7;3;7;7;7;3;5;8;8;8;8;8;4;1;1;999;1;1;#¡NULO!;37;75;#¡NULO!;1;1;#¡NULO!;6;3;#¡NULO!;4;2;#¡NULO!;7;5;5;#¡NULO!;98;7;#¡NULO!;6;6;6;#¡NULO!;999;999;999;999;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;4;4;2;4;4;4;2;4;2;1;1;2;3;2;4;3;3;3;2;4;3;2;1;60;22;5;1957;8;2;3;9;9;4;4;1;-;2;1;5;1;2;0;99;0;99;9;9;1;1;3;1;1;1;1;1;2;1;2;1;2;1;1;1;2;2;2;2;2;2;VILLA ALEMANA;2;5;5;1;1;2,00;3,00;2,00;2,00
4;1;1;4;9;6;1;3;5;3;1;3;2;2;3;2;1;1;1;2;#¡NULO!;3;#¡NULO!;4;#¡NULO!;2;6;4;2;4;2;3;2;6;3;3;4;4;2;3;2;6;2;6;4;2;4;4;1;2;2;2;3;2;2;1;4;2;2;1;1;1;1;1;1;3;5;4;7;6;4;3;3;3;1;3;3;3;2;4;7;77;77;7;4;4;7;4;7;10;4;1;3;3;2;4;1;1;1;1;1;1;60;40;30;4;8;1;2;4;8;1;5;5;4;9;4;5;7;8;4;8;1;5;8;999;999;1;1;#¡NULO!;#¡NULO!;2;2;#¡NULO!;#¡NULO!;5;3;#¡NULO!;#¡NULO!;3;6;3;3;2;2;4;4;5;2;1;1;1;1;4;4;4;2;2;4;2;2;2;1;1;60;27;9;1956;10;3;1;2;1;3;3;1;-;2;1;88;1;2;0;99;0;99;9;9;1;1;3;1;1;1;1;1;2;1;2;1;2;1;1;2;1;2;2;2;2;1;MACHALÍ;1;5;6;1;1;2,00;1,00;3,00;2,00
8;1;1;1;8;7;11;9;3;3;1;4;3;1;1;2;2;1;1;77;77;3;#¡NULO!;3;#¡NULO!;6;6;4;6;6;6;4;6;6;6;6;6;6;4;4;6;6;6;6;6;4;4;6;6;6;6;1;1;1;2;1;2;3;2;2;2;2;3;2;3;3;6;8;8;8;8;3;3;3;3;3;3;3;1;8;8;8;8;8;8;8;8;8;3;1;3;1;3;3;3;3;1;1;999;1;1;#¡NULO!;54;43;#¡NULO!;4;4;#¡NULO!;4;4;#¡NULO!;5;5;#¡NULO!;5;5;5;#¡NULO!;98;98;#¡NULO!;1;88;88;#¡NULO!;999;999;999;999;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;8;8;8;3;3;3;3;3;2;2;2;2;3;2;3;2;2;2;2;2;2;1;1;30;21;11;1986;12;4;1;1;1;4;3;1;-;8;2;88;1;2;0;99;1;1;10;11;1;1;3;1;2;1;1;2;2;1;2;1;2;1;1;2;1;1;2;2;2;2;ARICA;1;2;15;1;1;2,00;2,00;3,00;2,00
4;1;1;1;10;5;16;6;3;3;3;4;3;2;3;2;1;1;8;77;77;5;5;7;7;6;6;4;6;6;6;4;6;6;6;6;4;6;6;6;3;6;6;6;6;4;4;6;6;6;6;3;3;3;1;2;2;3;1;3;2;3;3;2;3;3;9;4;7;10;4;3;2;3;1;3;3;2;2;4;7;7;7;7;7;7;7;7;3;5;2;1;8;8;8;3;1;1;1;1;1;1;29;29;32;4;4;4;5;8;6;5;5;5;5;5;5;5;4;4;8;10;3;4;3;999;1;999;999;#¡NULO!;1;#¡NULO!;#¡NULO!;#¡NULO!;3;#¡NULO!;#¡NULO!;#¡NULO!;3;#¡NULO!;#¡NULO!;8;8;8;2;8;8;2;2;1;1;1;2;4;4;2;2;2;4;2;2;2;1;1;43;14;10;1973;14;7;1;1;1;7;3;2;-;8;1;88;1;2;1;1;0;99;11;11;1;1;2;1;1;1;1;1;2;1;2;1;2;1;1;2;1;1;2;1;1;2;MACHALÍ;1;3;6;2;1;2,00;2,00;4,00;2,00
7;2;2;2;8;5;5;16;10;4;1;4;3;2;2;2;2;2;8;77;77;1;#¡NULO!;2;#¡NULO!;2;6;2;6;6;6;2;6;6;3;2;3;2;4;3;2;6;6;2;2;3;2;2;6;3;3;3;2;3;1;2;2;3;1;3;3;3;1;2;2;3;8;7;7;8;7;3;3;3;3;3;3;1;3;77;7;7;88;7;88;88;7;7;8;10;2;1;8;8;8;4;1;1;999;1;2;#¡NULO!;53;27;#¡NULO!;1;1;#¡NULO!;7;9;#¡NULO!;3;3;#¡NULO!;8;10;10;#¡NULO!;7;7;#¡NULO!;10;8;8;#¡NULO!;999;999;999;999;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;8;8;8;8;8;8;8;8;1;1;1;1;4;4;4;3;2;3;1;3;3;2;1;25;26;11;1991;17;8;2;1;5;6;4;8;cristianos;8;1;88;1;2;0;99;1;1;11;11;1;2;3;1;2;1;2;1;1;1;2;1;2;1;1;2;1;2;2;2;2;1;PAPUDO;2;2;5;2;1;2,00;3,00;4,00;2,00
5;2;2;2;7;5;2;3;5;2;2;4;2;3;2;2;2;2;2;77;77;5;5;1;#¡NULO!;3;6;3;6;2;6;3;6;6;6;2;3;3;4;4;2;6;6;6;3;4;2;3;6;6;3;1;2;2;1;2;3;4;1;2;3;3;2;3;3;3;9;7;7;10;5;3;3;3;3;1;3;1;3;5;7;7;7;7;7;7;7;7;1;3;4;1;1;5;5;3;1;1;999;1;2;#¡NULO!;40;59;#¡NULO!;2;1;#¡NULO!;8;6;#¡NULO!;5;3;#¡NULO!;10;10;5;#¡NULO!;5;98;#¡NULO!;1;1;1;#¡NULO!;999;999;999;999;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;5;4;4;4;1;4;1;4;2;2;2;4;1;3;3;2;2;2;2;2;2;2;1;40;12;8;1976;15;6;2;3;9;8;4;2;-;8;1;88;1;2;1;1;1;1;1;11;1;1;3;1;2;1;2;1;1;1;1;2;2;1;1;2;1;1;2;1;2;1;FUTRONO;2;3;14;0;2;2,00;3,00;4,00;2,00
7;2;2;2;10;6;10;3;2;2;1;2;2;1;2;2;2;2;2;1;#¡NULO!;1;#¡NULO!;1;#¡NULO!;5;1;1;5;1;2;2;1;2;2;2;1;2;4;2;4;2;1;3;3;5;1;1;4;4;4;1;2;2;1;2;1;1;1;1;1;3;1;1;1;3;10;13;7;10;7;3;3;3;3;3;3;1;3;7;5;7;7;7;7;7;7;7;1;5;3;1;1;5;5;1;1;1;1;1;2;2;68;49;40;8;1;4;8;8;4;1;2;2;10;10;10;10;7;7;7;1;1;1;5;1;1;999;1;1;1;#¡NULO!;2;2;2;#¡NULO!;2;10;10;#¡NULO!;5;5;5;3;4;2;5;1;5;4;1;1;1;1;2;4;1;1;1;1;2;1;2;1;72;5;10;1944;99;99;1;3;1;8;5;1;-;2;1;88;1;2;0;99;0;99;99;99;3;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;NUEVA IMPERIAL;2;5;9;1;1;1,00;3,00;9,00;2,00
5;4;4;4;10;5;3;10;5;2;2;3;3;2;2;2;1;2;1;77;77;5;5;7;7;2;6;2;2;3;1;1;6;2;2;2;2;3;3;3;2;1;2;2;2;1;2;2;1;2;1;2;2;2;1;2;2;1;1;2;1;1;1;1;3;3;9;5;7;10;5;3;3;3;3;1;3;3;3;77;7;7;77;7;7;8;7;8;4;5;4;2;4;4;4;1;1;1;999;1;1;#¡NULO!;44;33;#¡NULO!;8;1;#¡NULO!;8;8;#¡NULO!;5;5;#¡NULO!;5;5;5;#¡NULO!;7;7;#¡NULO!;10;10;5;#¡NULO!;999;1;999;1;#¡NULO!;1;#¡NULO!;2;#¡NULO!;3;#¡NULO!;3;#¡NULO!;5;#¡NULO!;5;3;3;3;3;3;3;3;3;1;1;1;2;4;4;4;2;2;4;2;2;2;2;1;35;11;7;1981;16;6;2;1;5;8;5;1;-;8;1;88;1;2;1;1;1;1;12;12;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;LA FLORIDA;2;3;13;1;1;2,00;2,00;4,00;1,00
7;2;2;2;5;7;13;6;10;3;1;2;2;1;1;2;2;2;2;77;77;5;5;7;7;6;5;3;6;5;6;3;6;6;6;6;4;6;4;4;3;6;6;6;6;4;2;6;4;6;6;8;8;8;2;1;3;2;8;2;2;2;1;3;2;3;4;7;7;8;7;3;3;3;3;3;3;1;3;7;7;7;7;7;7;7;7;7;1;2;3;1;8;8;8;4;1;1;999;2;2;#¡NULO!;55;17;#¡NULO!;1;2;#¡NULO!;6;2;#¡NULO!;3;3;#¡NULO!;6;7;7;#¡NULO!;7;7;#¡NULO!;2;6;5;#¡NULO!;1;999;999;1;2;#¡NULO!;#¡NULO!;1;3;#¡NULO!;#¡NULO!;3;88;#¡NULO!;#¡NULO!;88;8;8;8;2;8;8;1;4;2;2;2;2;4;4;2;2;1;2;2;4;4;1;1;18;10;1;1999;9;3;2;1;5;3;1;9;-;8;2;88;1;1;1;1;0;99;3;3;1;2;4;1;1;2;1;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;QUINTERO;1;1;5;2;1;3,00;2,00;3,00;2,00
4;1;1;1;10;7;5;1;15;3;1;3;2;1;1;1;1;1;1;6;#¡NULO!;3;#¡NULO!;4;#¡NULO!;2;6;5;2;4;4;3;4;4;4;4;5;4;2;1;5;4;4;4;2;1;4;3;1;1;4;2;1;1;1;1;1;2;1;2;1;1;3;3;3;3;10;4;4;10;4;3;3;2;1;3;2;3;2;4;4;4;4;4;4;4;4;4;7;1;3;1;4;2;1;1;1;1;999;2;2;#¡NULO!;55;49;#¡NULO!;1;1;#¡NULO!;8;8;#¡NULO!;1;1;#¡NULO!;1;10;1;#¡NULO!;7;98;#¡NULO!;10;1;88;#¡NULO!;999;1;1;1;#¡NULO!;1;1;2;#¡NULO!;5;2;1;#¡NULO!;10;5;5;4;4;2;1;5;2;3;2;1;1;1;1;9;9;2;8;8;4;2;2;2;1;1;77;20;6;1940;12;4;1;2;1;4;3;11;-;8;1;88;1;1;0;99;0;99;6;6;3;6;3;1;1;2;1;1;2;1;2;2;2;1;1;2;1;2;2;2;2;2;CHILLÁN;1;5;8;1;1;2,00;1,00;3,00;2,00
7;2;2;2;10;6;3;5;10;3;1;4;2;2;2;2;2;2;2;8;#¡NULO!;1;#¡NULO!;2;#¡NULO!;3;6;2;9;2;2;1;9;6;2;1;2;4;5;4;2;6;1;3;2;3;2;1;3;3;1;2;2;3;1;2;1;2;1;2;2;2;1;1;3;3;10;14;7;10;7;3;3;3;3;2;3;1;3;5;7;7;7;7;7;7;7;7;8;5;4;1;2;3;4;3;1;1;1;1;2;1;62;31;37;1;8;2;8;8;8;3;4;4;7;10;8;8;5;7;7;10;2;5;2;1;1;1;1;2;2;1;4;3;3;3;2;7;5;5;5;8;5;3;3;2;5;2;4;1;2;2;4;3;1;3;1;1;4;1;2;1;2;1;29;14;10;1987;18;8;1;1;2;8;6;1;-;5;1;88;1;2;0;99;1;2;11;13;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;1;1;2;1;1;1;RANCAGUA;2;2;6;1;2;1,00;3,00;4,00;2,00
7;2;2;2;2;4;10;14;6;2;2;2;3;2;2;2;2;2;2;1;#¡NULO!;1;#¡NULO!;2;#¡NULO!;3;6;1;6;2;2;1;6;6;2;3;1;2;4;4;2;6;1;2;2;5;1;1;4;2;2;1;2;2;1;2;1;1;1;1;1;1;1;1;1;2;10;7;7;10;7;3;3;3;3;3;3;1;3;7;7;7;7;7;7;7;7;7;5;10;3;2;2;4;5;1;1;1;1;2;1;1;65;75;35;1;1;8;1;0;8;5;5;5;10;10;10;10;7;7;7;1;1;1;1;999;999;1;1;#¡NULO!;#¡NULO!;2;1;#¡NULO!;#¡NULO!;4;3;#¡NULO!;#¡NULO!;5;7;5;5;4;5;3;5;1;5;1;1;1;1;2;3;2;1;1;4;1;1;1;2;1;35;16;10;1981;12;4;2;1;8;0;3;1;-;7;1;88;1;3;88;99;88;99;5;10;3;7;3;1;1;1;1;2;1;1;2;2;2;2;1;2;1;1;2;2;2;2;CHILLÁN;2;3;8;1;1;2,00;3,00;3,00;2,00
3;1;1;1;9;7;7;3;16;3;2;2;2;2;2;2;2;2;2;88;88;5;8;5;#¡NULO!;6;6;3;6;6;6;5;6;6;6;6;6;6;6;6;4;6;6;6;6;3;6;6;6;6;6;8;8;8;2;1;3;4;3;2;2;1;2;2;3;3;3;2;99;2;2;3;1;2;2;3;3;3;2;88;88;7;88;88;2;2;88;88;3;6;3;1;8;8;8;3;1;1;1;1;2;1;26;51;57;3;1;1;5;4;4;3;4;4;1;1;1;1;88;3;3;10;5;10;10;999;1;1;1;#¡NULO!;2;3;2;#¡NULO!;5;4;4;#¡NULO!;5;5;5;8;3;8;8;8;8;3;8;1;2;2;2;4;4;4;5;3;2;4;3;5;1;1;25;3;1;1992;19;7;2;1;7;4;3;1;-;8;1;88;1;2;1;2;0;99;1;12;3;7;3;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;2;2;PUERTO MONTT;1;2;10;2;1;2,00;1,00;4,00;2,00
8;5;1;5;10;5;5;3;6;3;1;3;2;3;2;2;2;2;2;77;77;5;5;7;7;6;6;3;6;6;6;3;6;6;6;6;3;6;6;6;3;6;6;6;6;3;4;6;6;6;6;2;2;3;2;1;3;3;3;3;3;3;2;3;3;3;2;8;8;2;8;3;3;3;3;3;3;3;1;8;8;8;8;8;8;8;8;8;7;5;2;2;3;2;3;3;1;1;1;1;1;1;85;43;39;1;1;1;2;4;4;5;5;5;88;88;88;88;8;8;8;1;1;1;1;1;999;999;1;3;#¡NULO!;#¡NULO!;1;5;#¡NULO!;#¡NULO!;3;88;#¡NULO!;#¡NULO!;88;8;3;3;3;8;8;3;2;4;3;2;4;1;4;3;3;3;3;2;3;3;2;1;31;16;2;1986;12;4;2;1;9;4;3;9;-;8;2;88;1;2;1;2;1;2;99;99;1;3;4;1;1;1;1;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;COPIAPO;2;2;3;1;1;3,00;9,00;3,00;2,00
7;2;2;2;8;5;3;6;2;2;2;4;2;2;2;2;2;2;2;77;1;1;#¡NULO!;3;#¡NULO!;4;6;2;6;2;1;2;2;3;3;3;2;3;4;4;3;4;2;3;2;4;2;2;4;4;3;1;2;2;1;2;2;2;1;1;1;3;2;2;3;3;10;7;7;10;7;3;3;3;3;3;3;1;3;7;7;7;7;7;7;7;7;7;1;6;3;1;2;5;4;3;1;1;1;1;2;1;57;55;55;8;2;1;3;3;8;3;4;3;5;3;9;9;4;7;7;4;7;7;8;1;999;999;999;1;#¡NULO!;#¡NULO!;#¡NULO!;4;#¡NULO!;#¡NULO!;#¡NULO!;6;#¡NULO!;#¡NULO!;#¡NULO!;5;4;3;3;2;4;2;4;1;1;1;1;3;4;2;2;1;5;4;3;3;1;1;53;25;6;1963;19;8;1;3;2;3;4;1;-;8;1;88;1;2;0;99;0;99;12;13;1;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;2;1;2;2;1;2;OSORNO;1;4;10;1;1;1,00;2,00;4,00;2,00
4;1;1;1;10;5;8;1;11;2;2;2;3;2;3;2;2;2;2;77;77;3;#¡NULO!;6;7;4;2;4;2;2;4;4;2;2;4;2;4;2;4;4;4;2;2;2;2;4;2;2;2;2;4;2;1;2;2;1;2;2;1;1;1;3;2;1;3;3;9;4;7;10;4;3;3;3;1;3;3;2;3;4;7;7;4;7;7;7;7;4;7;5;4;1;1;4;1;3;1;1;1;1;1;1;30;50;45;8;4;8;6;6;6;3;5;3;5;9;3;5;7;2;7;1;1;1;1;1;999;999;1;2;#¡NULO!;#¡NULO!;2;5;#¡NULO!;#¡NULO!;1;10;#¡NULO!;#¡NULO!;10;2;2;2;2;2;2;2;2;4;4;4;4;4;4;2;2;2;4;2;3;2;1;1;50;14;7;1966;13;6;1;1;1;6;3;1;-;8;1;88;1;3;1;4;0;99;11;11;1;1;3;1;1;1;1;1;2;1;1;1;2;1;1;2;2;2;2;2;2;2;REQUÍNOA;1;4;6;2;1;2,00;2,00;4,00;2,00
7;2;2;2;4;6;11;1;10;3;2;3;3;2;2;2;2;2;1;77;77;5;5;7;7;2;6;3;6;6;6;3;6;6;6;4;4;6;6;3;4;6;6;6;2;4;3;6;6;6;4;2;2;2;1;2;4;4;2;3;3;3;3;3;3;3;7;7;7;7;7;3;3;3;3;8;8;1;3;88;7;7;77;7;7;7;7;7;1;10;3;1;2;2;2;4;1;1;999;1;1;#¡NULO!;25;17;#¡NULO!;1;1;#¡NULO!;4;3;#¡NULO!;3;3;#¡NULO!;99;5;5;#¡NULO!;98;88;#¡NULO!;8;8;88;#¡NULO!;999;999;999;999;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;8;2;2;2;2;8;2;2;2;3;3;3;2;3;4;3;3;2;2;3;3;2;1;56;25;10;1960;8;2;2;1;9;2;2;1;-;6;1;88;1;2;0;99;0;99;1;9;1;1;4;1;2;2;2;2;1;1;2;1;2;1;1;2;2;2;2;2;1;2;ROMERAL;2;5;7;0;2;3,00;9,00;2,00;2,00
2;1;1;1;10;5;1;9;7;3;2;4;3;2;2;2;2;2;2;6;#¡NULO!;3;#¡NULO!;5;#¡NULO!;3;6;3;6;6;6;4;6;6;6;3;3;3;6;3;3;6;6;6;3;3;3;3;3;3;3;2;2;2;1;2;1;2;1;2;2;3;2;3;3;3;8;2;4;10;2;3;1;3;2;3;3;3;3;2;2;2;2;2;2;2;2;2;7;3;3;1;4;4;4;4;1;1;1;1;1;2;70;45;18;2;1;1;1;4;4;3;5;5;3;5;5;5;2;98;98;1;1;1;1;999;999;999;1;#¡NULO!;#¡NULO!;#¡NULO!;4;#¡NULO!;#¡NULO!;#¡NULO!;3;#¡NULO!;#¡NULO!;#¡NULO!;3;8;2;8;2;8;8;4;4;4;2;2;2;2;2;3;2;2;4;2;2;2;2;1;64;7;11;1952;12;4;3;9;9;4;3;2;-;1;1;5;1;2;0;99;0;99;1;10;1;1;3;1;2;1;1;1;1;1;2;1;2;1;1;2;2;2;1;2;1;1;LA UNIÓN;2;5;14;1;1;2,00;1,00;3,00;2,00
4;1;1;1;8;3;9;16;6;3;2;3;3;2;3;2;1;8;1;7;#¡NULO!;5;5;5;#¡NULO!;2;6;4;3;4;6;4;2;6;2;4;5;3;6;6;2;6;2;2;2;2;4;3;6;2;2;8;2;8;1;2;2;2;2;1;3;3;2;2;3;2;9;4;4;9;4;3;2;3;1;3;3;3;3;4;4;4;4;4;4;4;4;4;10;2;3;1;8;8;8;3;1;1;1;1;2;1;25;28;16;1;1;1;4;4;3;2;2;2;3;3;3;3;98;98;98;6;6;6;6;999;999;999;1;#¡NULO!;#¡NULO!;#¡NULO!;1;#¡NULO!;#¡NULO!;#¡NULO!;3;#¡NULO!;#¡NULO!;#¡NULO!;6;8;2;8;1;8;8;5;8;1;4;4;4;2;4;5;5;5;1;5;3;5;1;1;65;28;12;1951;6;1;1;2;1;1;2;1;-;8;1;88;1;2;1;1;0;99;6;6;3;5;3;1;1;1;2;1;1;1;2;2;2;2;1;2;1;2;2;2;2;2;CHIMBARONGO;1;5;6;1;1;2,00;1,00;2,00;2,00
2;2;2;2;10;7;16;14;11;3;1;4;2;1;2;2;2;2;1;77;77;5;5;3;#¡NULO!;1;4;4;4;5;2;4;5;1;4;3;4;4;5;1;2;2;1;4;2;1;2;1;1;5;1;2;2;2;1;2;2;2;1;1;1;1;1;1;3;3;10;99;7;10;4;3;2;3;1;3;3;3;2;4;7;77;4;7;4;4;7;4;2;7;1;1;2;2;2;3;1;1;999;2;1;#¡NULO!;32;60;#¡NULO!;2;1;#¡NULO!;8;8;#¡NULO!;4;4;#¡NULO!;5;6;6;#¡NULO!;98;98;#¡NULO!;10;10;8;#¡NULO!;999;999;999;1;#¡NULO!;#¡NULO!;#¡NULO!;2;#¡NULO!;#¡NULO!;#¡NULO!;3;#¡NULO!;#¡NULO!;#¡NULO!;5;9;9;9;9;9;9;9;9;2;2;2;2;3;3;5;1;2;5;2;2;2;1;1;33;99;99;9999;17;8;1;1;1;8;5;9;-;8;1;88;1;2;0;99;1;2;13;14;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;PROVIDENCIA;1;2;13;2;1;1,00;2,00;4,00;1,00
2;3;3;3;7;5;10;5;3;3;2;4;2;2;2;2;2;2;1;77;77;5;5;3;#¡NULO!;2;6;4;6;4;6;4;6;6;3;3;2;3;2;2;2;6;2;3;2;2;6;2;1;6;2;2;2;2;1;1;3;3;2;2;2;2;2;1;3;3;5;7;7;5;88;3;2;3;3;3;3;3;3;2;2;2;2;7;2;2;7;2;5;3;2;2;8;8;8;2;1;1;999;2;1;#¡NULO!;37;67;#¡NULO!;2;1;#¡NULO!;6;4;#¡NULO!;3;3;#¡NULO!;5;5;5;#¡NULO!;2;98;#¡NULO!;10;9;10;#¡NULO!;1;999;1;999;2;#¡NULO!;1;#¡NULO!;2;#¡NULO!;1;#¡NULO!;9;#¡NULO!;4;#¡NULO!;8;2;8;5;8;5;5;5;2;2;3;2;3;2;3;4;5;3;4;4;4;1;1;41;99;99;9999;16;6;1;1;1;8;4;1;-;3;1;88;1;2;1;1;0;99;11;11;1;2;3;1;1;1;2;1;1;1;2;1;2;1;1;1;1;1;2;2;1;2;CONCHALÍ;1;3;13;2;1;2,00;2,00;4,00;1,00
4;1;5;1;10;10;2;14;3;4;2;4;2;1;1;1;1;1;1;5;#¡NULO!;3;#¡NULO!;4;#¡NULO!;4;6;4;4;3;6;3;6;6;4;2;3;4;3;2;4;6;3;2;3;1;3;4;6;4;2;1;1;1;1;2;1;1;1;2;8;2;2;1;1;1;10;4;4;10;4;3;3;3;1;3;8;3;8;4;4;4;4;4;4;3;4;4;3;5;2;1;5;8;5;2;1;1;999;1;1;#¡NULO!;52;77;#¡NULO!;4;1;#¡NULO!;8;7;#¡NULO!;3;3;#¡NULO!;4;88;8;#¡NULO!;7;4;#¡NULO!;8;7;6;#¡NULO!;999;999;999;999;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;4;3;3;3;3;4;3;4;3;2;3;2;3;2;2;3;3;4;3;2;4;2;1;45;13;9;1971;16;8;1;1;1;6;4;88;-;7;1;88;1;2;0;99;0;99;12;12;3;7;2;1;2;1;8;1;2;1;2;1;2;1;1;1;1;1;2;2;1;8;PUENTE ALTO;2;4;13;1;1;2,00;1,00;4,00;1,00
