VOTACION_1;VOTACION_2;VOTACION_3;VOTACION_4;SV_1;SV_2;MB_P1_1;MB_P1_2;MB_P1_3;MB_P2;MB_P3;MB_P4;MB_P5;MB_P6;MB_P7;MB_P8;MB_P9;MB_P10;MB_P11;MB_P12;MB_P12A;MB_P13;MB_P13A;MB_P14;MB_P14A;MB_P15_A;MB_P15_B;MB_P15_C;MB_P15_D;MB_P15_E;MB_P15_F;MB_P15_G;MB_P15_H;MB_P15_I;MB_P15_J;MB_P15_K;MB_P15_L;MB_P15_M;MB_P15_N;MB_P15_O;MB_P15_P;MB_P15_Q;MB_P15_R;MB_P15_S;MB_P15_T;MB_P15_U;MB_P15_V;MB_P15_W;MB_P15_X;MB_P15_Y;MB_P15_Z;MB_P16;MB_P17;MB_P18;ELE_1;ELE_2;ELE_3;ELE_4;ELE_5;ELE_6_1;ELE_6_2;ELE_6_3;ELE_6_4;ELE_6_5;ELE_6_6;ELE_6_7;PE_E0;MEP_1;MEP_2;MEP_3;MEP_4;MEP_5_1;MEP_5_2;MEP_5_3;MEP_5_4;MEP_5_5;MEP_5_6;MEP_5_7;MEP_5_8;MEP_6;MEP_7;MEP_8;MEP_9_1;MEP_9_2;MEP_9_3;MEP_9_4;MEP_9_5;MEP_9_6;MEP_10_1;MEP_10_2;DPP_1;DPP_2;DPP_3_1;DPP_3_2;DPP_3_3;DPP_4;DPP_5A;DPP_5B;DPP_5C;DPP_6A;DPP_6B;DPP_6C;DPP_7A;DPP_7B;DPP_7C;DPP_8A;DPP_8B;DPP_8C;DPP_9A;DPP_9B;DPP_9C;DPP_10A;DPP_10B;DPP_10C;DPP_11;DPP_12A;DPP_12B;DPP_12C;DPP_13A;DPP_13B;DPP_13C;DPP_14;DPP_15A;DPP_15B;DPP_15C;DPP_16A;DPP_16B;DPP_16C;DPP_16D;DPP_17A;DPP_17B;DPP_17C;DPP_17D;DPP_18A;DPP_18B;DPP_18C;DPP_18D;DPP_19A;DPP_19B;DPP_19C;DPP_19D;DPP_20_1;DPP_20_2;DPP_20_3;DPP_20_4;DPP_20_5;DPP_20_6;DPP_20_7;DPP_20_8;DPP_21_1;DPP_21_2;DPP_21_3;DPP_21_4;DPP_22_1;DPP_22_2;DPP_23_1;DPP_23_2;DPP_23_3;DPP_23_4;DPP_23_5;DPP_23_6;DPP_23_7;DS_P1;DS_P2;DS_P2_EXACTA;DS_P2A_DIA;DS_P2A_MES;DS_P2A_ANO;DS_P3;DS_P4;DS_P5;DS_P6;DS_P7;DS_P8;DS_P9;DS_P10;DS_P10_OTRA;DS_P11;DS_P12;DS_P13;DS_P14A;DS_P14A_EXACTA;DS_P14B;DS_P14B_EXACTA;DS_P14C;DS_P14C_EXACTA;DS_P15;DS_P16;DS_P17;DS_P18;DS_P19;DS_P20_1;DS_P20_2;DS_P20_3;DS_P20_4;DS_P20_5;DS_P20_6;DS_P20_7;DS_P20_8;DS_P20_9;DS_P20_10;DS_P20_11;DS_P20_12;DS_P20_13;DS_P20_14;DS_P20_15;DS_P20_16;DS_P20_17;DS_P21_1;DS_P21_2;NOM_COMUNA;SEXO;EDAD_REC;REGION;POND;ZONA_U_R;GSE_REC;DPP_11_REC;ANOS_REC;REGION_REC
4;1;2;2;8;6;3;2;9;3;2;3;3;2;3;1;2;1;1;77;2;3;#¡NULO!;4;#¡NULO!;2;3;3;6;3;3;2;4;6;2;3;4;3;3;3;3;3;3;4;3;3;3;2;2;3;3;2;3;3;1;1;2;2;1;2;2;3;2;2;3;3;9;4;7;10;4;3;3;3;1;3;3;2;3;77;7;7;4;7;4;4;7;4;10;1;3;1;4;3;3;2;1;1;999;1;1;#¡NULO!;65;50;#¡NULO!;8;1;#¡NULO!;4;4;#¡NULO!;5;5;#¡NULO!;4;4;4;#¡NULO!;4;4;#¡NULO!;1;1;1;#¡NULO!;1;999;999;1;2;#¡NULO!;#¡NULO!;1;2;#¡NULO!;#¡NULO!;2;5;#¡NULO!;#¡NULO!;5;8;3;3;2;3;3;3;3;1;2;1;2;1;4;4;3;3;3;2;3;3;1;1;67;28;8;1949;12;4;2;1;8;4;3;1;-;5;1;88;1;2;0;99;0;99;99;99;1;1;3;1;1;1;1;1;1;1;2;2;2;1;1;2;2;2;2;2;1;2;CALDERA;1;5;3;1;1;2,00;1,00;3,00;2,00
7;2;2;2;9;5;11;1;10;3;2;4;3;2;2;2;2;2;2;77;77;5;5;7;7;4;4;4;4;4;4;2;4;2;4;4;4;4;4;2;2;2;2;4;4;4;4;4;2;4;2;2;2;2;1;1;3;3;2;2;2;3;2;2;3;3;7;7;7;6;7;3;3;3;3;3;3;1;3;1;7;7;7;7;77;7;7;7;5;10;4;1;8;8;8;3;1;1;1;1;1;1;57;57;62;8;8;8;9;8;9;3;1;1;5;5;7;5;98;7;7;7;1;7;8;999;1;999;999;#¡NULO!;1;#¡NULO!;#¡NULO!;#¡NULO!;3;#¡NULO!;#¡NULO!;#¡NULO!;8;#¡NULO!;#¡NULO!;3;3;3;3;4;4;3;3;1;1;1;2;4;1;2;2;2;4;1;2;3;1;1;57;29;2;1960;17;8;1;2;2;8;5;1;-;8;1;88;1;1;0;99;0;99;99;99;3;7;2;1;1;1;1;1;1;1;2;2;2;1;1;2;1;1;2;2;1;2;PAPUDO;1;5;5;1;1;2,00;2,00;4,00;2,00
10;4;4;4;7;5;2;11;9;3;2;3;3;2;2;2;2;2;2;77;77;5;5;3;#¡NULO!;3;2;3;2;2;6;2;3;3;3;3;3;3;2;2;3;2;2;3;3;3;2;2;2;3;2;2;2;2;1;2;3;3;3;2;3;3;2;2;3;3;7;99;99;7;77;3;3;2;2;3;3;2;3;77;7;77;77;7;4;4;7;3;6;4;3;1;8;8;8;4;1;1;1;1;2;2;70;69;47;8;8;1;8;8;9;5;5;3;6;5;5;7;99;99;99;5;2;1;5;999;1;999;1;#¡NULO!;1;#¡NULO!;1;#¡NULO!;5;#¡NULO!;5;#¡NULO!;9;#¡NULO!;9;8;8;8;8;8;8;8;8;2;2;2;2;3;3;2;3;3;2;3;3;3;1;1;76;1;7;1941;17;8;2;1;8;8;5;1;-;8;1;88;1;1;0;99;0;99;99;99;3;4;2;1;1;1;1;1;2;1;2;1;2;1;1;2;1;1;2;2;1;2;PAPUDO;1;5;5;1;1;2,00;2,00;4,00;2,00
4;1;1;1;2;1;3;2;9;1;3;2;3;3;3;2;2;9;1;77;77;3;#¡NULO!;7;7;1;6;4;6;3;6;3;6;8;6;2;2;1;1;6;8;8;2;6;4;9;3;6;6;8;3;2;3;3;1;1;1;1;1;2;2;2;2;2;3;3;10;99;99;10;88;8;8;8;8;8;8;8;8;88;4;4;4;77;8;4;8;8;8;3;3;1;8;8;3;1;1;1;999;2;1;#¡NULO!;48;56;#¡NULO!;4;4;#¡NULO!;4;8;#¡NULO!;3;2;#¡NULO!;2;2;2;#¡NULO!;4;8;#¡NULO!;9;9;1;#¡NULO!;999;1;1;999;#¡NULO!;1;1;#¡NULO!;#¡NULO!;1;1;#¡NULO!;#¡NULO!;9;5;#¡NULO!;8;4;3;2;8;8;4;2;1;1;1;4;4;4;2;1;1;1;1;2;3;2;1;48;4;3;1969;6;1;1;1;1;1;3;1;-;2;2;5;1;2;0;99;0;99;99;99;3;6;3;1;2;2;1;1;2;1;2;1;2;1;1;2;1;1;2;2;2;2;MELIPILLA;2;4;13;1;1;2,00;1,00;2,00;1,00
7;2;2;2;7;7;1;3;5;4;2;4;2;1;1;2;8;1;2;1;#¡NULO!;1;#¡NULO!;1;#¡NULO!;8;6;4;6;8;8;3;8;6;4;3;4;8;4;8;2;8;2;8;8;4;4;6;4;8;8;8;1;2;1;1;2;3;1;2;3;3;2;2;3;3;8;7;7;10;7;3;3;3;3;3;3;1;3;7;7;7;77;7;7;88;7;88;7;10;2;1;2;8;2;3;1;1;999;1;2;#¡NULO!;53;47;#¡NULO!;1;2;#¡NULO!;4;4;#¡NULO!;3;1;#¡NULO!;8;6;8;#¡NULO!;7;7;#¡NULO!;1;1;1;#¡NULO!;999;1;999;1;#¡NULO!;3;#¡NULO!;1;#¡NULO!;8;#¡NULO!;8;#¡NULO!;5;#¡NULO!;5;8;8;8;8;8;8;2;8;2;2;2;2;9;9;4;2;2;4;2;2;2;1;1;50;27;11;1966;10;3;1;2;3;4;3;1;-;5;1;88;1;2;0;99;0;99;5;9;1;1;3;1;1;2;1;1;1;1;1;2;2;1;1;2;2;1;2;2;1;2;SAN IGNACIO;1;4;8;1;2;2,00;3,00;3,00;2,00
7;2;2;2;7;5;1;16;9;3;2;4;2;2;3;2;2;2;2;77;77;5;5;7;7;3;6;3;6;6;6;3;6;6;2;3;3;6;3;3;2;6;6;3;6;4;2;6;6;3;3;3;2;2;1;2;2;2;1;2;2;3;2;2;3;3;10;7;7;10;7;3;3;3;3;3;3;1;3;7;7;7;7;7;7;7;7;7;10;6;3;1;2;4;4;3;1;1;1;1;2;2;60;40;50;2;1;8;3;4;4;5;5;5;5;5;5;5;7;7;7;3;2;4;4;999;999;999;1;#¡NULO!;#¡NULO!;#¡NULO!;2;#¡NULO!;#¡NULO!;#¡NULO!;3;#¡NULO!;#¡NULO!;#¡NULO!;5;8;3;3;3;3;8;2;4;4;4;4;4;2;3;4;2;2;4;2;2;2;2;1;59;8;8;1957;11;3;3;9;9;3;3;1;-;5;1;88;1;3;0;99;0;99;99;99;1;1;4;1;1;1;1;1;1;1;2;2;2;1;1;1;1;1;2;2;2;2;ANTOFAGASTA;2;5;2;1;1;3,00;2,00;3,00;2,00
8;1;1;1;8;5;3;1;10;3;2;3;3;2;2;2;2;2;2;77;77;2;#¡NULO!;7;7;2;6;3;6;2;3;2;6;6;8;3;4;4;3;3;3;6;6;4;3;1;4;6;6;8;2;2;2;2;2;1;3;3;1;2;1;2;2;3;3;3;10;4;7;10;4;3;2;2;2;3;3;3;2;77;4;4;8;88;88;4;7;77;5;3;3;1;3;3;4;3;1;1;1;1;1;2;74;35;68;9;2;1;4;4;1;1;3;1;5;4;5;4;4;4;4;10;5;10;10;999;1;999;1;#¡NULO!;3;#¡NULO!;1;#¡NULO!;4;#¡NULO!;3;#¡NULO!;8;#¡NULO!;9;8;4;3;2;3;3;5;2;2;4;4;4;1;4;3;2;2;3;2;3;3;2;1;35;24;8;1981;17;8;2;1;9;4;3;9;-;8;2;88;1;3;0;99;1;1;88;10;1;1;3;1;1;1;1;1;2;1;2;1;2;1;1;2;1;1;2;2;1;2;CHILLÁN;2;3;8;1;1;2,00;2,00;4,00;2,00
4;2;2;2;8;7;3;11;6;2;2;3;2;3;2;2;2;2;2;77;77;5;5;7;7;3;4;2;3;6;6;3;3;6;6;2;2;6;3;2;3;6;6;6;4;4;2;6;6;6;3;2;2;2;2;1;1;1;2;2;2;3;2;3;3;3;7;7;7;8;7;3;3;3;3;3;3;1;3;7;7;7;7;7;4;7;7;77;3;2;4;1;2;3;3;3;1;1;1;1;1;2;23;50;50;2;1;1;8;4;1;5;5;5;88;88;88;88;7;7;7;1;1;1;1;999;1;999;999;#¡NULO!;4;#¡NULO!;#¡NULO!;#¡NULO!;2;#¡NULO!;#¡NULO!;#¡NULO!;5;#¡NULO!;#¡NULO!;3;4;4;3;2;4;2;3;4;4;2;3;4;3;4;1;1;1;2;5;3;2;1;19;24;5;1997;12;4;2;1;5;8;5;2;-;1;2;88;1;2;0;99;0;99;99;99;1;1;4;2;2;2;2;1;1;1;2;1;2;2;1;2;1;1;2;2;2;2;COPIAPO;2;1;3;1;1;3,00;9,00;3,00;2,00
5;1;1;1;10;5;14;15;2;2;3;4;3;2;2;2;2;2;2;77;77;2;#¡NULO!;6;6;4;6;3;4;3;6;3;6;6;2;3;3;4;4;3;2;6;2;4;4;3;3;6;6;2;1;2;2;2;2;2;3;3;1;2;2;2;2;3;3;3;8;99;7;10;5;9;9;9;9;1;9;8;8;5;7;7;5;5;5;5;5;5;3;4;3;1;4;2;4;3;1;1;999;1;1;#¡NULO!;40;20;#¡NULO!;2;1;#¡NULO!;8;7;#¡NULO!;3;3;#¡NULO!;7;7;5;#¡NULO!;7;99;#¡NULO!;1;1;1;#¡NULO!;1;999;999;999;2;#¡NULO!;#¡NULO!;#¡NULO!;2;#¡NULO!;#¡NULO!;#¡NULO!;5;#¡NULO!;#¡NULO!;#¡NULO!;9;8;8;8;8;8;8;8;1;3;1;1;1;4;4;4;2;4;2;2;4;2;1;41;29;7;1975;16;6;2;1;9;8;5;2;-;1;1;88;1;2;0;99;0;99;8;99;3;9;2;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;1;2;CERRILLOS;2;3;13;1;1;2,00;3,00;4,00;1,00
7;2;2;2;7;4;1;7;3;3;1;3;2;3;2;2;2;2;2;4;#¡NULO!;1;#¡NULO!;2;#¡NULO!;4;2;1;6;2;6;2;6;2;2;2;1;2;3;4;1;2;1;2;2;5;2;6;5;2;2;1;2;2;1;2;1;1;1;2;2;2;3;2;2;1;10;7;7;10;7;3;3;3;3;3;3;1;3;7;7;7;7;7;7;7;7;7;10;5;4;1;1;4;4;1;1;1;1;1;1;1;35;32;44;8;8;8;4;4;4;4;4;4;10;10;10;10;7;7;7;1;3;3;3;1;1;1;1;2;1;1;2;5;4;2;2;1;6;7;10;9;5;5;5;5;5;1;5;4;4;4;4;4;4;3;1;1;3;1;1;1;1;1;43;3;6;1974;12;4;1;1;1;4;3;2;-;3;1;88;1;2;1;2;0;99;10;11;3;6;3;1;2;1;1;1;2;1;2;1;2;1;1;2;1;1;2;2;2;2;LONGAVÍ;1;3;7;1;1;2,00;3,00;3,00;2,00
7;2;2;2;8;4;2;3;14;3;1;3;2;3;2;2;2;2;2;1;#¡NULO!;3;#¡NULO!;8;1;2;6;3;6;6;6;2;6;6;2;2;2;6;6;6;2;6;2;6;6;4;6;6;6;6;4;8;1;8;2;1;4;4;1;3;3;3;3;3;3;3;9;7;7;9;7;3;3;3;3;3;3;1;3;7;7;7;7;7;7;7;7;7;3;6;4;1;8;8;8;4;1;1;999;1;1;#¡NULO!;36;48;#¡NULO!;1;1;#¡NULO!;4;2;#¡NULO!;5;3;#¡NULO!;8;7;8;#¡NULO!;7;7;#¡NULO!;1;10;1;#¡NULO!;999;999;999;1;#¡NULO!;#¡NULO!;#¡NULO!;1;#¡NULO!;#¡NULO!;#¡NULO!;4;#¡NULO!;#¡NULO!;#¡NULO!;6;8;8;8;8;8;8;2;8;1;1;4;4;4;4;4;4;8;4;2;3;2;1;1;60;22;10;1956;8;2;1;1;1;2;3;1;-;6;1;88;1;2;0;99;0;99;9;9;1;1;4;1;2;1;1;1;2;1;2;2;2;1;1;1;2;2;2;2;2;2;PUERTO VARAS;1;5;10;1;2;3,00;3,00;2,00;2,00
5;2;2;2;8;4;3;16;1;4;1;4;2;2;2;2;2;2;1;77;77;5;5;2;#¡NULO!;6;6;2;6;4;2;2;6;6;2;4;2;4;4;4;4;6;6;6;6;4;2;6;4;6;4;3;2;3;1;2;1;2;1;2;1;1;1;1;2;3;10;5;7;10;5;3;3;2;3;1;3;2;3;3;7;7;5;7;3;5;7;4;3;6;2;1;2;4;5;2;1;1;1;1;2;1;30;28;36;8;8;8;8;7;6;4;5;4;6;6;10;6;7;5;7;1;2;1;1;999;1;1;1;#¡NULO!;2;1;2;#¡NULO!;3;4;3;#¡NULO!;5;5;7;3;4;2;3;2;3;2;4;1;2;1;1;1;4;4;1;1;4;2;4;1;1;1;43;99;99;9999;15;6;1;2;1;6;4;2;-;1;1;88;1;2;1;1;1;1;10;11;1;1;3;1;2;1;1;1;2;1;1;1;2;1;1;2;1;1;2;2;1;2;LINARES;1;3;7;1;1;2,00;2,00;4,00;2,00
7;2;2;2;8;3;3;14;2;2;1;3;2;3;2;2;2;2;2;1;#¡NULO!;1;#¡NULO!;1;#¡NULO!;3;1;2;6;2;1;2;2;6;2;2;2;1;3;3;1;2;2;2;2;5;1;1;4;2;2;1;2;2;1;2;1;2;1;2;2;3;2;2;3;3;10;7;7;10;7;3;3;3;3;3;3;1;3;7;7;7;7;7;7;7;7;7;3;1;4;2;1;5;5;2;1;1;1;1;1;2;56;60;59;8;8;1;8;8;8;5;5;3;8;8;8;6;7;7;98;1;1;1;5;1;999;999;1;1;#¡NULO!;#¡NULO!;1;4;#¡NULO!;#¡NULO!;3;7;#¡NULO!;#¡NULO!;6;4;4;4;4;3;4;2;5;4;4;4;4;2;4;2;3;3;3;3;3;3;1;1;58;11;8;1958;17;8;1;1;1;8;5;9;-;8;1;88;1;2;0;99;0;99;12;13;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;2;2;1;CALAMA;1;5;2;1;1;1,00;3,00;4,00;2,00
8;2;2;1;8;7;11;13;8;2;2;4;3;3;2;2;2;2;2;77;77;5;5;7;7;2;6;2;6;4;6;4;6;6;6;3;3;4;4;4;6;6;6;2;3;3;4;6;2;3;6;3;3;3;1;2;1;2;1;1;3;1;1;1;1;3;10;8;7;10;8;3;2;3;3;2;3;2;1;5;5;7;5;7;8;8;7;8;6;4;5;2;3;2;4;2;1;1;1;1;2;1;33;40;59;2;1;1;9;4;4;3;4;4;5;5;5;5;8;7;5;10;7;1;1;999;999;999;1;#¡NULO!;#¡NULO!;#¡NULO!;2;#¡NULO!;#¡NULO!;#¡NULO!;4;#¡NULO!;#¡NULO!;#¡NULO!;5;8;2;3;3;2;8;3;2;1;1;1;2;1;2;4;2;2;5;2;2;2;2;1;33;26;9;1983;14;6;2;1;9;9;4;2;-;8;1;88;1;2;1;1;0;99;99;99;1;2;3;1;1;1;1;1;1;1;2;1;2;1;1;2;1;1;1;2;1;2;ANTOFAGASTA;2;2;2;1;1;2,00;2,00;4,00;2,00
7;2;2;2;6;6;2;9;14;2;1;3;1;2;2;2;2;2;2;77;77;8;8;7;7;3;6;1;6;6;3;3;6;6;3;3;4;3;4;3;1;2;2;2;3;4;4;6;3;3;2;8;2;8;1;2;1;1;1;2;2;3;2;2;1;3;10;7;7;10;7;3;3;3;3;3;3;1;3;7;7;7;7;7;7;7;7;7;2;3;3;1;8;8;8;2;1;1;999;1;2;#¡NULO!;34;27;#¡NULO!;1;1;#¡NULO!;8;8;#¡NULO!;1;3;#¡NULO!;88;1;10;#¡NULO!;2;7;#¡NULO!;5;5;7;#¡NULO!;999;999;999;1;#¡NULO!;#¡NULO!;#¡NULO!;1;#¡NULO!;#¡NULO!;#¡NULO!;3;#¡NULO!;#¡NULO!;#¡NULO!;88;9;9;9;9;9;9;9;9;9;9;9;9;4;4;2;2;4;1;1;1;1;2;1;59;23;9;1957;10;3;1;2;1;3;3;1;-;8;1;88;1;3;1;1;0;99;99;99;3;5;3;1;1;1;1;1;1;1;1;1;2;1;1;2;1;1;2;2;1;2;LO PRADO;2;5;13;1;1;2,00;9,00;3,00;1,00
3;1;1;5;10;4;2;4;16;3;1;3;3;1;1;1;1;1;1;2;#¡NULO!;3;#¡NULO!;3;#¡NULO!;2;6;5;6;5;8;4;4;6;4;4;6;4;3;3;5;6;3;4;4;1;4;2;1;5;3;1;1;1;1;2;1;2;1;1;1;8;1;1;3;2;10;3;8;10;3;3;2;1;2;3;3;3;1;3;4;3;3;3;3;3;3;3;1;6;2;1;8;2;3;2;1;1;1;1;2;1;54;51;50;1;1;1;9;9;8;3;4;3;6;3;6;5;98;8;98;6;10;6;10;999;999;1;1;#¡NULO!;#¡NULO!;1;2;#¡NULO!;#¡NULO!;3;3;#¡NULO!;#¡NULO!;5;5;8;3;2;2;3;4;5;2;2;2;2;2;3;2;3;3;3;3;3;4;3;2;1;80;18;1;1937;16;6;2;1;8;8;4;1;-;1;1;88;1;2;0;99;0;99;11;11;1;1;2;1;2;2;2;1;2;1;2;2;2;1;1;2;2;2;2;2;2;2;LA SERENA;2;5;4;1;1;2,00;2,00;4,00;2,00
3;1;1;1;9;8;11;10;6;1;2;2;3;2;1;1;2;1;1;77;77;1;#¡NULO!;2;#¡NULO!;6;6;5;6;3;6;6;3;6;6;5;3;6;6;6;4;3;6;6;6;3;4;6;6;3;4;3;1;3;2;1;2;2;1;2;2;2;2;2;3;3;8;99;7;10;3;3;3;1;2;3;3;3;2;8;8;3;8;8;8;8;8;8;2;3;3;1;2;3;3;1;1;1;1;1;2;1;40;33;73;2;1;1;4;8;3;3;3;3;7;8;7;10;8;98;98;7;7;88;88;1;999;999;1;2;#¡NULO!;#¡NULO!;2;4;#¡NULO!;#¡NULO!;5;5;#¡NULO!;#¡NULO!;5;4;4;3;3;3;3;4;5;2;1;1;2;3;4;2;2;2;2;1;3;1;2;1;39;13;11;1977;9;3;1;1;1;7;3;9;-;8;2;88;1;2;0;99;1;1;8;9;1;2;3;1;2;1;1;2;2;1;2;2;2;2;1;2;2;2;2;2;2;1;ARICA;2;3;15;0;1;2,00;3,00;3,00;2,00
4;1;3;3;6;4;1;16;3;2;2;3;3;2;1;1;1;1;1;77;77;5;5;7;7;1;6;4;3;5;6;5;6;6;2;4;5;5;2;2;4;6;5;3;3;1;3;6;2;4;5;2;3;3;1;2;3;3;1;2;2;2;3;2;3;3;9;4;4;9;6;3;3;3;1;3;3;3;3;4;4;4;4;4;4;4;4;4;10;3;3;1;8;8;8;3;1;1;999;1;1;#¡NULO!;30;40;#¡NULO!;8;8;#¡NULO!;3;3;#¡NULO!;3;3;#¡NULO!;2;3;3;#¡NULO!;4;4;#¡NULO!;9;8;8;#¡NULO!;1;999;1;1;2;#¡NULO!;1;2;4;#¡NULO!;4;4;9;#¡NULO!;3;8;8;8;8;1;8;8;8;8;2;2;2;2;4;3;2;2;3;3;2;3;2;1;1;69;7;8;1947;9;3;1;2;1;3;3;1;-;8;1;88;1;3;0;99;0;99;9;9;1;2;3;1;2;1;1;1;2;1;1;1;2;1;1;1;2;2;2;2;1;2;PUCHUNCAVÍ;1;5;5;1;1;2,00;1,00;3,00;2,00
7;2;2;2;7;5;1;9;3;3;1;4;2;2;2;2;2;2;2;4;#¡NULO!;3;#¡NULO!;2;#¡NULO!;3;3;2;1;1;3;2;3;1;3;2;2;1;4;3;2;2;1;3;3;5;2;3;3;3;2;1;1;2;1;2;1;3;1;2;2;3;2;2;2;2;9;7;7;10;7;3;3;3;3;2;3;1;3;7;7;7;7;7;7;7;7;7;3;10;4;1;3;3;3;3;1;1;999;2;1;#¡NULO!;36;58;#¡NULO!;1;1;#¡NULO!;4;4;#¡NULO!;5;5;#¡NULO!;10;10;10;#¡NULO!;7;7;#¡NULO!;1;1;1;#¡NULO!;1;999;999;1;1;#¡NULO!;#¡NULO!;1;3;#¡NULO!;#¡NULO!;3;6;#¡NULO!;#¡NULO!;6;4;4;3;4;2;5;1;4;2;1;1;1;1;4;3;2;1;1;1;3;3;1;1;65;5;4;1952;12;4;1;3;1;4;3;1;-;5;1;88;1;1;0;99;0;99;12;12;2;6;3;1;1;1;1;1;1;1;2;1;2;1;1;2;1;2;2;2;2;1;ANCUD;1;5;10;1;1;2,00;3,00;3,00;2,00
8;1;1;3;7;5;1;5;10;4;1;4;2;1;1;2;2;2;2;1;#¡NULO!;1;#¡NULO!;2;#¡NULO!;2;6;3;6;5;4;3;6;6;6;3;4;5;3;6;3;6;1;3;3;2;4;3;1;3;3;1;2;1;2;1;1;2;1;2;2;2;3;2;3;3;10;8;7;10;8;3;3;3;2;3;3;3;1;8;7;7;5;7;8;8;7;8;5;10;2;1;3;2;3;3;1;1;1;2;1;2;28;56;58;2;1;1;8;8;6;3;2;1;6;6;8;2;8;7;8;8;9;2;7;999;1;999;1;#¡NULO!;2;#¡NULO!;1;#¡NULO!;3;#¡NULO!;4;#¡NULO!;7;#¡NULO!;5;8;4;4;3;4;5;4;2;1;2;3;2;2;2;4;1;1;4;1;2;2;1;1;26;2;4;1991;17;7;2;1;7;6;4;9;-;8;2;5;1;3;0;99;0;99;88;88;1;2;4;1;1;1;1;1;1;1;2;1;2;1;1;2;1;1;2;2;1;2;ANTOFAGASTA;1;2;2;1;1;3,00;2,00;4,00;2,00
7;2;2;2;7;5;1;3;2;2;2;3;3;2;2;2;2;2;2;77;77;5;5;7;7;6;6;2;6;6;6;3;6;6;6;3;3;6;6;6;3;6;3;6;6;4;3;6;6;6;6;8;8;8;1;1;2;2;1;2;3;3;2;3;3;3;8;7;7;10;7;3;2;2;3;3;3;1;2;7;7;7;7;7;7;7;7;7;3;2;3;1;2;8;8;4;1;1;999;1;2;#¡NULO!;67;71;#¡NULO!;2;1;#¡NULO!;1;3;#¡NULO!;3;3;#¡NULO!;8;8;8;#¡NULO!;7;7;#¡NULO!;1;1;1;#¡NULO!;999;999;1;1;#¡NULO!;#¡NULO!;3;2;#¡NULO!;#¡NULO!;3;3;#¡NULO!;#¡NULO!;4;6;3;2;2;4;4;4;1;2;4;4;4;4;1;4;1;1;1;1;3;3;4;2;1;62;19;6;1955;7;1;1;2;1;1;3;1;-;5;1;88;1;2;0;99;0;99;5;8;1;1;3;1;2;1;1;1;2;1;1;1;2;1;1;1;2;2;2;2;2;1;MACHALÍ;2;5;6;0;1;2,00;3,00;2,00;2,00
4;1;1;1;7;4;5;7;1;2;1;3;8;1;1;1;1;1;1;77;77;8;8;3;#¡NULO!;2;6;4;6;4;4;2;6;6;3;4;4;4;1;1;3;6;2;4;2;1;5;6;1;6;6;8;8;8;1;1;1;1;1;3;3;3;1;1;3;3;10;4;7;10;4;3;3;3;1;3;3;3;2;4;4;4;4;4;4;4;4;4;2;1;3;1;8;8;8;3;1;1;999;2;2;#¡NULO!;24;25;#¡NULO!;3;3;#¡NULO!;7;7;#¡NULO!;4;4;#¡NULO!;3;3;1;#¡NULO!;4;8;#¡NULO!;10;10;10;#¡NULO!;999;999;999;999;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;8;4;4;2;5;5;5;2;1;1;1;1;4;3;5;1;2;2;2;2;2;2;1;22;31;8;1994;16;7;2;1;7;4;3;9;-;8;1;88;1;3;1;1;0;99;4;11;3;7;3;1;1;1;1;1;2;1;2;2;2;1;1;2;1;1;2;2;1;2;LOTA;2;1;8;1;1;2,00;1,00;4,00;2,00
5;2;2;2;10;6;5;10;9;3;1;4;3;2;2;2;2;2;2;77;77;1;#¡NULO!;2;#¡NULO!;4;2;2;3;2;2;2;3;2;2;3;2;2;4;4;3;6;2;3;3;4;2;2;4;3;3;1;2;2;1;2;2;3;1;2;2;3;1;1;3;3;10;99;7;10;5;3;3;3;3;1;3;1;3;5;7;7;5;7;7;5;7;7;1;8;3;1;2;4;3;2;1;1;999;2;2;#¡NULO!;54;30;#¡NULO!;1;1;#¡NULO!;6;8;#¡NULO!;4;4;#¡NULO!;7;6;6;#¡NULO!;7;7;#¡NULO!;99;6;88;#¡NULO!;1;999;1;999;2;#¡NULO!;1;#¡NULO!;3;#¡NULO!;3;#¡NULO!;99;#¡NULO!;7;#¡NULO!;3;3;3;3;3;3;3;3;1;2;2;2;4;4;2;2;2;4;1;3;3;1;1;62;99;99;9999;18;8;1;3;1;8;6;1;-;5;1;88;1;2;0;99;0;99;99;99;1;1;1;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;RANCAGUA;1;5;6;1;2;1,00;3,00;4,00;2,00
